,bay_top1,bay_top2,bay_top3,bay_top4,bay_top5,bay_top6,bay_top7,bay_top8,bay_top9,bay_top10,bay_top11,bay_top12,bay_top13,bay_top14,bay_top15,bay_top16,bay_top17,bay_top18,bay_top19,bay_top20,gnt_top1,gnt_top2,gnt_top3,gnt_top4,gnt_top5,gnt_top6,gnt_top7,gnt_top8,gnt_top9,gnt_top10,gnt_top11,gnt_top12,gnt_top13,gnt_top14,gnt_top15,gnt_top16,gnt_top17,gnt_top18,gnt_top19,gnt_top20,match
3032,0,9,17,16,14,11,19,6,2,7,8,1,5,12,13,4,15,3,18,10,8,10,12,2,9,7,4,18,5,17,19,6,3,14,16,13,1,0,11,15,True
3033,5,15,11,10,12,4,9,8,0,6,3,18,7,1,13,14,17,2,16,19,4,6,7,16,13,3,0,5,2,11,8,10,14,12,9,19,1,18,15,17,True
3034,10,8,9,18,16,15,13,12,11,19,7,6,4,2,5,14,17,0,1,3,13,16,5,15,11,14,8,7,9,4,2,18,0,12,19,1,3,17,6,10,True
3035,4,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,5,3,2,19,6,1,9,5,13,10,7,0,11,4,14,15,19,16,8,12,3,2,18,17,True
3036,10,6,12,18,0,15,14,9,5,8,11,16,13,4,1,17,19,2,7,3,4,1,6,5,16,2,7,8,13,12,3,9,0,14,10,19,11,18,17,15,True
3037,11,17,6,8,3,18,9,1,13,12,0,16,2,7,14,10,15,5,4,19,8,4,14,19,3,16,13,10,6,11,2,5,9,0,1,7,18,12,15,17,True
3038,10,12,15,14,13,19,4,6,7,8,9,1,11,5,3,2,16,17,18,0,4,2,3,13,10,14,6,1,11,12,7,8,18,16,5,0,9,19,17,15,True
3039,19,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,10,16,13,8,1,0,6,2,3,5,12,9,14,4,19,18,11,17,7,15,True
3040,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,12,19,18,3,5,11,4,15,9,1,14,6,7,2,8,0,13,16,10,17,True
3041,2,7,0,11,18,17,16,15,14,13,12,10,1,9,8,6,5,4,3,19,17,2,10,0,14,5,4,9,13,6,3,11,8,12,18,7,19,16,1,15,True
3042,0,7,18,16,11,1,19,5,6,8,9,4,12,13,14,15,17,2,10,3,2,14,9,10,7,19,6,8,12,11,13,0,1,4,5,3,15,18,16,17,True
3043,17,10,9,18,16,15,14,13,11,19,8,7,6,4,3,2,1,12,5,0,14,1,4,17,13,2,11,8,12,5,0,10,18,9,3,16,7,19,6,15,True
3044,6,9,3,18,0,11,2,17,14,15,12,10,5,1,13,8,7,16,4,19,11,4,8,9,3,6,14,16,2,5,13,10,0,1,18,15,12,17,7,19,True
3045,19,12,7,17,16,18,2,5,13,9,10,1,4,3,11,8,14,15,6,0,2,7,8,1,13,0,5,3,12,11,6,9,10,18,16,4,19,14,15,17,True
3046,5,7,1,13,9,10,18,17,16,12,19,6,4,2,11,8,14,15,0,3,2,8,5,14,11,18,3,12,10,9,19,7,13,4,16,0,1,6,15,17,True
3047,4,15,14,0,11,18,17,16,13,12,10,1,9,8,7,6,5,3,2,19,16,8,7,13,5,9,3,0,10,15,2,6,11,1,12,4,14,17,18,19,True
3048,19,11,17,4,15,14,13,9,18,16,12,0,1,8,7,6,5,3,2,10,4,1,0,2,6,16,9,3,8,11,12,13,14,5,7,10,18,19,17,15,True
3049,15,14,11,4,0,18,17,16,13,12,10,1,9,8,7,6,5,2,19,3,12,14,3,4,2,18,9,1,13,5,6,7,0,10,19,16,11,15,8,17,True
3050,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,18,15,1,8,5,7,2,19,9,11,12,14,10,3,16,0,6,4,13,17,True
3051,11,18,7,8,0,16,15,13,12,10,9,6,5,4,2,19,3,1,14,17,9,6,10,8,2,7,14,0,5,11,13,3,4,17,16,19,1,18,15,12,True
3052,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,4,6,0,13,16,2,14,10,12,3,8,5,11,9,18,19,1,7,15,17,True
3053,0,5,7,8,11,12,18,17,16,15,14,13,10,1,9,6,4,3,2,19,18,14,7,11,6,16,2,1,12,13,8,9,0,4,19,5,3,10,17,15,True
3054,7,3,18,6,8,9,17,13,2,19,15,4,1,14,16,0,12,11,5,10,2,4,5,9,1,0,12,10,3,6,13,18,8,16,11,7,14,19,17,15,True
3055,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,4,9,14,7,0,11,13,2,8,6,10,3,16,5,1,19,18,17,12,15,True
3056,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,1,17,2,8,14,9,19,3,6,10,5,11,13,4,12,16,18,0,15,True
3057,0,1,16,15,12,10,3,6,7,9,5,11,4,13,14,2,17,18,19,8,0,1,16,6,10,3,13,4,9,8,12,11,18,2,7,5,19,14,15,17,True
3058,11,17,4,15,14,13,0,18,16,10,9,6,5,2,1,12,8,7,3,19,0,8,16,1,12,3,11,4,5,6,9,7,13,14,18,19,2,10,15,17,True
3059,1,18,0,7,16,8,15,19,5,6,9,11,12,13,14,4,3,17,2,10,15,7,2,0,3,9,5,13,8,4,12,18,6,14,19,11,16,10,1,17,True
3060,12,10,7,6,11,0,9,15,16,5,14,18,8,2,17,4,13,1,19,3,0,5,7,1,3,16,10,6,4,9,12,18,2,11,13,8,14,19,15,17,True
3061,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,8,10,5,13,3,11,16,9,4,0,17,14,6,18,2,12,7,1,15,19,True
3062,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,2,16,13,10,19,12,9,3,8,5,0,18,4,15,11,1,6,7,17,14,True
3063,0,6,15,9,12,10,5,18,11,14,7,2,17,8,4,19,3,13,1,16,4,5,3,0,6,13,1,7,19,8,9,18,11,16,2,12,14,10,15,17,True
3064,12,2,17,5,7,14,0,18,16,15,13,10,11,1,9,8,6,4,3,19,14,11,1,8,2,5,12,16,3,7,13,4,18,9,10,19,0,6,17,15,True
3065,10,12,16,7,1,3,18,17,15,14,13,0,11,9,6,5,4,2,19,8,0,14,1,2,3,11,8,7,9,10,13,4,12,18,5,16,19,6,15,17,True
3066,10,15,2,4,5,6,17,8,9,1,12,13,14,18,16,0,11,7,3,19,2,10,6,9,1,8,5,15,12,16,19,3,18,0,4,13,14,7,11,17,True
3067,2,17,16,7,12,0,1,18,13,10,9,8,6,4,3,19,11,14,15,5,16,10,1,2,9,8,4,12,11,17,7,5,19,18,0,3,13,14,6,15,True
3068,1,19,2,18,4,7,8,13,17,9,16,15,14,10,12,6,11,5,3,0,11,12,9,13,10,16,6,0,7,2,14,5,1,4,3,8,18,19,15,17,True
3069,0,12,15,19,4,11,14,5,6,7,8,9,13,2,16,17,18,10,1,3,3,2,8,7,11,16,10,6,14,1,0,5,9,13,12,19,17,18,4,15,True
3070,18,11,0,15,4,14,12,19,7,9,17,2,8,6,13,5,10,1,16,3,7,4,1,0,2,13,14,11,8,6,9,10,12,5,3,16,18,19,15,17,True
3071,15,10,12,18,16,4,6,8,9,14,13,19,11,1,7,5,3,2,17,0,8,5,2,4,19,18,3,11,10,16,12,6,9,7,0,14,13,1,15,17,True
3072,16,5,8,19,13,12,11,18,17,15,14,0,1,9,7,6,4,2,10,3,2,7,10,5,9,3,1,8,13,11,19,15,12,14,0,18,16,4,6,17,True
3073,5,0,11,18,17,16,15,14,13,12,10,1,9,7,6,4,2,19,8,3,9,0,8,2,3,11,1,4,6,5,7,16,13,18,19,12,10,17,14,15,True
3074,18,0,1,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,11,9,2,4,18,0,7,1,12,13,10,6,16,14,5,19,3,8,15,17,True
3075,4,2,13,7,9,11,10,1,18,15,19,8,6,12,14,16,17,5,3,0,2,18,19,9,7,10,5,15,1,8,11,6,0,13,14,12,16,3,4,17,True
3076,1,18,0,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,18,2,9,11,16,3,0,12,13,19,10,14,7,8,5,1,6,15,17,4,True
3077,18,3,17,19,13,12,11,16,15,14,0,1,9,8,7,6,5,4,2,10,13,2,12,11,8,9,5,10,4,0,7,14,16,6,18,3,19,1,15,17,True
3078,18,16,1,8,6,12,14,9,13,5,7,15,4,2,19,11,17,10,3,0,12,14,18,13,2,5,6,0,11,1,8,4,9,10,3,7,19,16,15,17,True
3079,17,18,7,11,9,13,8,1,3,2,0,4,6,10,19,14,16,15,5,12,11,18,7,1,10,2,8,4,19,16,13,5,12,3,14,6,0,9,17,15,True
3080,19,2,4,7,8,12,18,17,16,13,10,1,9,11,14,15,6,5,0,3,12,18,9,10,13,1,7,3,4,11,14,16,2,5,19,8,0,15,6,17,True
3081,14,19,2,18,4,5,6,7,8,9,17,15,13,16,0,12,11,1,3,10,10,0,14,7,16,6,15,9,2,8,5,13,3,19,4,1,12,11,18,17,True
3082,1,18,0,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,4,8,5,3,2,13,18,19,10,11,9,7,6,14,1,16,0,12,17,15,True
3083,0,15,6,13,18,17,9,11,5,16,10,1,8,4,14,2,3,12,7,19,0,3,16,8,5,6,9,1,14,4,10,13,2,11,7,19,12,18,15,17,True
3084,2,7,19,4,8,11,13,18,17,16,15,14,0,12,1,9,6,5,10,3,2,10,14,19,12,3,8,9,7,11,1,0,4,13,5,16,18,15,6,17,True
3085,16,7,0,11,18,17,15,14,13,12,10,1,9,8,6,5,4,3,2,19,13,14,6,12,1,4,2,8,16,9,0,5,7,10,11,3,19,18,15,17,True
3086,18,11,4,5,7,2,15,14,12,0,17,10,1,9,8,6,3,13,16,19,0,5,16,14,3,10,12,17,7,2,1,19,11,6,4,9,13,8,18,15,True
3087,13,17,9,19,2,3,18,6,7,8,14,16,15,0,12,11,1,5,4,10,1,2,3,9,13,6,19,7,0,18,16,14,5,12,8,4,11,10,15,17,True
3088,0,2,17,6,9,14,11,5,15,13,18,16,10,12,1,8,7,4,3,19,1,7,14,9,5,0,8,4,19,11,10,18,16,12,2,3,13,6,15,17,True
3089,5,18,3,10,15,6,1,12,11,0,9,19,13,14,4,16,17,2,8,7,0,13,16,6,5,4,14,3,8,9,1,10,11,7,12,2,19,17,18,15,True
3090,6,11,18,17,14,13,0,16,10,2,5,15,4,1,19,9,8,12,3,7,0,7,4,12,5,11,13,6,10,16,3,8,9,19,14,2,1,18,15,17,True
3091,8,1,18,17,3,6,13,9,14,15,0,11,12,7,5,2,16,10,4,19,14,13,12,5,4,7,8,11,6,0,2,3,18,19,16,10,9,1,17,15,True
3092,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,5,4,3,2,19,5,0,8,3,19,11,2,14,18,6,12,10,7,9,4,13,16,1,15,17,True
3093,0,11,18,17,16,15,14,13,10,6,5,4,2,8,9,1,12,7,3,19,0,4,6,3,18,8,16,10,1,5,13,7,2,19,9,14,11,12,15,17,True
3094,2,7,14,19,15,18,17,6,9,4,8,13,11,12,0,1,10,16,5,3,9,1,4,6,13,0,8,7,12,2,5,16,14,19,18,3,11,10,15,17,True
3095,18,3,4,8,11,10,12,17,16,15,14,13,0,1,9,7,6,5,2,19,1,9,2,6,18,4,14,13,12,3,7,0,16,8,10,11,5,19,17,15,True
3096,11,18,4,0,17,16,15,14,13,12,10,1,9,8,7,6,5,2,19,3,1,2,4,10,9,13,8,0,18,14,11,19,7,3,17,12,6,5,15,16,True
3097,6,0,11,2,17,14,18,15,10,5,9,13,16,4,12,3,19,1,8,7,0,3,16,5,4,19,8,11,10,1,9,7,12,14,6,2,18,13,15,17,True
3098,0,9,17,15,14,13,12,1,10,8,6,5,4,2,19,7,11,3,16,18,6,2,4,0,9,1,10,5,8,3,13,19,11,7,14,16,18,12,15,17,True
3099,19,16,12,8,18,13,1,9,10,7,4,2,6,11,5,15,17,14,3,0,2,7,16,10,5,13,12,9,15,11,14,19,1,18,17,8,3,4,0,6,True
3100,19,11,5,14,18,17,16,15,13,12,0,1,9,8,7,6,4,2,10,3,4,16,5,1,2,0,8,6,13,11,9,18,3,7,15,10,14,19,12,17,True
3101,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,9,1,7,8,0,11,15,10,5,6,4,2,19,3,12,13,16,17,18,True
3102,19,9,18,17,16,13,12,1,10,8,7,5,4,2,11,6,14,15,3,0,6,16,11,8,5,13,4,2,10,12,3,0,1,7,18,14,9,19,15,17,True
3103,12,14,6,2,17,4,8,0,13,10,9,7,19,1,5,15,16,18,11,3,4,8,18,2,1,11,3,0,9,13,7,5,17,16,10,19,6,15,12,14,True
3104,10,18,16,12,9,15,13,11,1,19,8,7,6,4,2,5,14,17,0,3,1,10,2,12,16,15,7,9,11,5,3,8,0,17,4,6,19,13,18,14,True
3105,11,19,16,4,15,13,12,9,1,18,10,8,7,6,2,14,5,17,0,3,0,16,5,1,3,6,12,4,8,18,13,2,14,9,11,19,10,7,15,17,True
3106,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,12,7,18,9,15,8,4,2,5,13,11,10,0,3,1,19,16,6,17,True
3107,6,10,16,15,7,18,8,12,9,11,19,4,2,14,13,0,5,17,1,3,0,2,8,7,1,18,6,12,5,13,4,9,10,16,14,19,3,11,17,15,True
3108,18,19,9,3,17,13,1,15,0,8,7,6,5,2,14,4,11,12,16,10,13,6,1,17,0,3,12,2,4,18,16,7,10,8,19,5,14,11,9,15,True
3109,19,1,9,18,16,13,12,11,10,8,7,4,2,6,5,15,17,14,0,3,10,8,7,2,16,0,5,13,9,11,4,18,1,6,19,3,12,14,15,17,True
3110,2,7,8,11,0,12,18,17,16,15,14,13,10,1,9,6,5,4,3,19,9,0,13,3,6,7,16,4,1,2,5,12,19,8,17,18,14,11,10,15,True
3111,0,7,8,1,19,4,9,2,11,13,17,14,15,6,12,16,18,10,5,3,7,3,0,19,9,5,8,2,10,12,1,4,6,14,13,11,16,15,18,17,True
3112,10,12,18,5,6,15,9,3,17,16,14,13,0,11,1,7,4,2,19,8,16,2,15,7,19,13,3,8,10,6,1,5,12,11,0,14,4,9,18,17,True
3113,3,9,2,7,17,13,10,18,5,6,15,12,14,16,0,11,1,8,4,19,18,2,7,10,12,8,13,11,9,4,5,6,16,17,3,0,14,1,15,19,True
3114,10,11,18,17,16,15,14,13,12,0,9,8,7,6,5,4,2,19,1,3,19,14,12,2,11,18,15,1,3,7,8,0,16,10,13,9,5,4,6,17,True
3115,18,8,1,0,17,5,6,7,9,11,13,14,16,15,10,12,4,3,2,19,8,9,5,11,3,0,2,7,14,18,6,4,19,1,16,10,15,12,13,17,True
3116,1,18,0,7,8,10,19,5,11,4,9,12,13,16,17,2,6,3,14,15,2,9,8,10,5,14,19,3,0,11,7,6,1,4,16,18,12,13,15,17,True
3117,19,18,1,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,10,5,8,19,3,16,4,9,2,0,6,14,11,13,7,10,18,12,1,15,17,True
3118,5,13,9,1,0,12,18,17,16,15,14,10,11,8,7,6,4,3,2,19,0,14,2,6,3,16,11,4,8,12,5,9,1,13,18,10,19,7,15,17,True
3119,0,15,14,11,18,17,16,13,12,10,9,8,7,6,5,4,2,19,1,3,18,17,6,4,14,1,8,9,2,7,0,5,19,3,10,16,13,11,12,15,True
3120,0,5,11,7,19,15,8,6,9,1,12,14,18,10,4,3,2,13,16,17,6,3,9,1,13,7,14,11,10,16,12,5,4,8,19,0,2,18,17,15,True
3121,5,10,12,1,19,4,6,8,9,2,13,14,15,16,17,0,7,3,11,18,3,8,11,2,17,9,10,7,1,13,16,0,15,5,18,19,12,6,4,14,True
3122,5,8,7,14,12,2,17,6,16,11,0,18,15,10,13,1,9,4,19,3,2,3,0,5,4,8,1,11,19,9,7,10,16,12,14,6,13,18,15,17,True
3123,5,6,18,0,11,16,15,10,9,1,12,13,2,8,4,3,17,7,14,19,5,0,4,16,3,9,8,13,18,10,14,2,7,6,11,19,1,12,15,17,True
3124,0,4,8,7,19,2,5,6,9,11,12,13,14,15,16,17,18,10,3,1,8,14,13,5,18,4,3,10,17,1,7,12,2,19,0,16,6,11,9,15,True
3125,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,14,3,1,11,2,0,10,8,16,13,9,4,7,6,5,19,18,12,17,15,True
3126,10,9,18,16,15,13,12,11,19,8,7,6,4,2,1,5,14,17,0,3,15,5,9,7,2,10,8,14,3,11,4,6,18,12,16,19,1,0,13,17,True
3127,1,0,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,7,0,17,1,5,8,10,12,16,4,2,9,14,18,19,6,11,3,13,15,True
3128,8,10,9,18,17,16,13,12,1,19,7,4,2,11,6,5,14,15,3,0,2,1,10,7,0,14,8,5,18,4,13,9,12,6,16,19,11,3,15,17,True
3129,3,15,1,18,7,9,10,11,13,12,19,8,6,5,4,14,2,16,17,0,16,3,0,6,1,8,5,4,13,9,10,14,2,7,11,12,19,18,15,17,True
3130,8,10,9,18,17,16,13,12,1,19,7,4,2,11,6,5,14,15,3,0,3,4,5,14,16,8,0,9,13,2,12,1,11,7,19,10,18,6,17,15,True
3131,19,13,2,18,4,17,6,7,8,9,15,14,16,0,12,11,1,5,3,10,14,18,3,13,2,9,10,7,12,5,0,19,1,4,16,11,8,6,15,17,True
3132,1,0,18,17,16,15,14,13,12,11,10,9,7,6,5,4,2,19,8,3,2,7,0,10,1,6,9,4,3,16,8,13,14,11,5,18,19,12,17,15,True
3133,19,13,2,18,4,17,16,7,8,9,15,14,10,12,1,6,11,5,3,0,1,16,7,2,10,19,13,5,8,9,18,0,11,6,3,4,14,12,15,17,True
3134,2,18,17,7,0,11,13,9,14,12,19,1,5,8,6,15,16,4,10,3,0,1,4,3,18,2,11,14,9,6,19,13,5,12,8,10,16,7,15,17,True
3135,0,16,6,7,12,11,18,17,15,14,13,10,1,9,8,5,4,3,2,19,2,9,5,8,12,7,10,11,0,1,13,4,19,18,3,14,6,15,16,17,True
3136,19,3,17,1,18,16,15,13,12,11,10,9,8,7,6,5,4,2,14,0,7,15,8,5,11,1,9,16,14,2,6,3,0,12,18,19,10,13,4,17,True
3137,5,0,11,18,17,16,15,14,13,12,10,1,9,8,7,6,4,3,2,19,11,16,7,8,2,10,4,9,3,5,0,14,12,19,6,1,18,13,15,17,True
3138,0,11,18,17,16,15,14,13,10,6,5,4,2,19,9,1,8,12,7,3,3,0,8,2,9,5,16,14,4,18,11,19,1,6,7,10,12,13,15,17,True
3139,0,15,1,18,17,16,14,13,12,11,10,9,8,7,6,5,4,3,2,19,10,4,9,11,14,2,5,7,8,16,3,6,1,12,18,19,17,13,0,15,True
3140,2,16,7,19,4,12,18,17,15,14,13,0,11,1,9,8,6,5,10,3,3,2,0,6,5,4,14,9,12,10,11,1,8,7,19,16,18,13,17,15,True
3141,19,2,4,16,7,12,18,17,15,14,13,0,11,1,9,6,5,10,8,3,8,9,2,7,6,10,13,4,5,0,3,12,16,1,19,18,11,14,15,17,True
3142,2,17,7,9,13,0,12,18,16,15,14,10,11,8,6,5,4,3,19,1,10,2,1,13,19,9,14,0,8,18,4,7,5,3,16,6,12,15,11,17,True
3143,6,0,18,14,12,13,17,15,9,1,11,16,4,19,7,5,2,8,3,10,0,16,8,10,18,1,2,13,14,4,3,6,9,5,12,11,7,19,15,17,True
3144,7,10,5,8,12,14,2,18,17,6,9,16,15,0,13,11,1,4,3,19,4,6,2,0,16,19,14,9,8,1,3,13,18,5,11,10,12,7,17,15,True
3145,0,5,11,8,7,19,6,4,3,9,1,2,12,13,14,15,16,17,18,10,5,16,8,14,3,0,6,13,9,7,10,4,1,18,15,11,2,12,19,17,True
3146,11,0,1,18,17,16,15,14,13,12,10,9,8,7,6,5,4,3,2,19,14,12,18,3,5,13,2,6,0,9,11,4,1,19,8,10,16,7,15,17,True
3147,19,9,18,17,13,12,11,1,0,8,6,3,7,5,4,14,15,16,2,10,2,7,10,16,14,15,3,19,11,12,9,8,5,13,1,4,6,18,0,17,True
3148,5,14,0,11,4,15,18,17,16,13,12,10,1,9,7,6,2,19,8,3,8,16,4,13,10,3,5,6,14,9,19,15,7,0,2,1,11,18,12,17,True
3149,6,0,16,11,18,17,15,14,10,5,2,13,4,12,9,3,19,1,8,7,0,4,10,13,6,11,19,2,7,5,8,3,16,1,9,14,12,15,18,17,True
3150,18,0,8,1,19,3,5,6,7,4,9,11,12,13,14,15,16,17,2,10,7,11,4,5,12,10,13,2,6,8,3,1,16,9,15,0,19,18,14,17,True
3151,16,14,12,6,0,1,10,7,9,5,11,4,13,15,2,17,18,19,8,3,2,14,3,0,13,4,11,8,6,18,1,16,9,7,5,12,10,19,15,17,True
3152,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,10,7,8,13,14,17,16,2,5,0,9,3,18,4,19,11,12,15,6,1,True
3153,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,6,0,5,16,2,10,9,15,3,12,19,14,8,1,11,18,7,4,17,13,True
3154,0,11,16,6,12,18,17,15,14,13,10,1,9,8,7,5,4,2,19,3,6,11,12,3,8,13,9,5,19,10,2,1,7,0,4,14,16,18,17,15,True
3155,4,10,1,18,17,16,15,14,13,12,19,9,8,7,2,11,6,5,3,0,1,10,3,5,19,11,6,16,9,7,8,2,0,13,4,12,17,14,18,15,True
3156,12,2,3,18,17,7,14,0,16,15,13,10,11,1,9,8,6,5,4,19,12,18,10,2,7,1,14,16,0,9,3,5,8,11,13,4,15,19,6,17,True
3157,10,9,18,17,16,13,12,1,19,8,7,4,2,11,6,5,14,15,3,0,2,5,8,19,9,11,14,3,0,12,16,7,10,13,1,18,6,4,15,17,True
3158,10,2,18,5,8,17,12,14,4,7,15,6,9,1,13,19,16,11,3,0,4,8,14,7,10,2,18,1,6,0,16,12,5,13,9,11,15,19,3,17,True
3159,2,17,14,0,11,6,18,16,15,13,10,5,4,7,9,12,8,19,1,3,0,4,6,11,5,18,1,9,14,3,2,13,15,16,10,7,8,19,12,17,True
3160,10,18,3,5,6,7,9,15,12,13,17,16,14,0,11,1,8,4,2,19,10,2,16,0,3,14,8,5,6,4,11,18,19,12,1,13,9,17,7,15,True
3161,6,14,12,0,11,18,17,16,15,13,10,1,9,8,7,5,4,3,2,19,10,9,15,3,5,12,1,2,14,18,6,0,7,16,19,8,4,13,11,17,True
3162,19,14,2,18,17,5,6,7,8,9,12,15,11,16,10,13,4,3,0,1,13,14,8,18,5,2,11,0,7,12,4,3,19,1,9,6,16,15,10,17,True
3163,2,7,19,13,3,4,17,8,9,18,16,15,14,0,12,11,1,6,5,10,2,11,7,9,16,1,3,5,8,18,10,12,0,6,19,14,13,4,17,15,True
3164,12,1,10,16,11,6,9,15,19,8,7,4,5,13,2,18,0,14,17,3,7,9,0,2,3,8,5,13,4,19,1,6,10,14,16,18,11,12,17,15,True
3165,19,3,16,13,9,11,18,15,14,12,10,1,8,7,6,4,2,5,17,0,8,15,0,13,10,11,16,2,4,7,12,19,5,18,17,3,14,1,9,6,True
3166,7,0,11,18,17,16,15,14,13,12,10,1,9,6,5,4,2,19,8,3,9,6,14,5,19,16,2,7,8,0,15,3,4,1,18,12,10,13,11,17,True
3167,10,19,0,6,1,18,17,16,13,12,2,9,8,7,4,3,14,15,5,11,3,8,2,16,10,12,9,0,5,4,11,18,14,1,19,7,13,6,15,17,True
3168,5,8,0,11,18,17,16,15,14,13,12,10,1,9,7,6,4,3,2,19,10,1,4,14,8,5,2,6,7,3,16,15,0,9,11,18,19,12,13,17,True
3169,13,9,2,17,16,7,3,1,0,18,15,14,10,12,11,8,6,5,4,19,18,8,1,13,3,5,15,2,7,11,19,12,14,9,10,6,0,16,4,17,True
3170,5,19,12,8,13,1,11,18,17,16,15,14,0,9,7,6,4,3,2,10,3,18,2,9,10,7,1,11,8,4,6,12,14,16,5,13,19,0,17,15,True
3171,19,12,11,1,18,17,16,15,14,13,0,9,8,7,6,5,4,2,10,3,0,3,16,4,8,2,19,5,10,11,13,7,6,1,14,9,18,12,15,17,True
3172,10,12,16,5,6,1,18,17,15,14,13,0,11,9,8,7,4,3,2,19,7,1,5,8,10,11,18,2,3,9,6,16,13,0,14,4,12,19,15,17,True
3173,1,18,13,17,4,8,9,5,10,16,15,14,19,12,11,7,3,2,6,0,8,9,13,5,2,10,4,16,14,12,6,19,0,7,18,1,3,11,15,17,True
3174,10,1,18,17,16,15,14,13,12,11,0,9,8,7,6,5,4,3,2,19,2,10,9,8,18,14,5,11,3,19,0,7,13,16,4,12,1,15,17,6,True
3175,16,10,9,18,17,13,12,11,1,19,8,7,4,2,6,5,14,15,3,0,5,2,3,13,18,7,10,0,9,19,16,12,1,14,6,8,4,11,17,15,True
3176,14,17,6,13,2,4,15,9,11,0,18,16,19,12,8,7,5,10,1,3,6,16,12,5,0,4,1,9,8,10,3,13,11,7,2,19,14,18,17,15,True
3177,0,19,2,3,18,17,16,15,14,13,12,11,1,9,8,7,6,5,4,10,1,7,8,2,14,10,9,6,13,3,4,16,12,15,18,19,5,11,17,0,True
3178,15,1,8,5,0,18,12,9,10,7,6,4,11,13,14,17,2,3,16,19,7,8,10,19,3,14,1,4,5,2,16,18,13,6,12,17,9,0,11,15,True
3179,11,19,8,2,17,9,6,0,7,4,14,18,5,1,13,10,12,15,16,3,4,11,2,3,9,6,16,0,19,5,8,14,1,13,18,12,7,10,15,17,True
3180,1,16,19,18,13,6,11,8,9,12,10,7,4,15,2,3,17,5,14,0,10,0,4,5,8,3,11,6,7,19,14,18,16,17,13,1,12,2,15,9,True
3181,0,11,9,2,17,14,6,7,19,8,5,12,13,4,15,16,18,10,1,3,4,6,14,1,7,0,16,11,9,2,3,8,19,5,13,18,12,10,15,17,True
3182,8,16,18,6,13,9,1,10,12,17,15,19,11,7,4,2,14,5,0,3,6,4,5,0,11,7,8,1,18,19,13,12,14,2,3,9,16,10,17,15,True
3183,10,15,2,4,5,6,17,8,9,1,12,13,14,18,16,0,11,7,3,19,19,4,11,18,17,16,15,14,13,12,0,1,9,8,7,6,5,3,2,10,True
3184,5,1,0,11,18,17,16,15,14,13,12,10,9,8,7,6,4,3,2,19,2,7,8,19,5,10,11,4,13,3,9,14,1,18,16,12,0,15,6,17,True
3185,19,6,18,15,12,9,10,5,3,7,8,1,11,4,13,14,16,17,2,0,13,14,0,5,9,10,16,4,11,3,17,6,19,2,8,1,7,12,18,15,True
3186,7,8,0,18,3,17,5,6,9,1,11,13,15,16,10,14,12,4,2,19,10,17,0,9,5,11,2,4,3,8,15,13,16,14,12,19,1,7,6,18,True
3187,3,5,0,7,11,1,8,19,6,4,2,12,14,9,13,15,16,17,18,10,1,6,9,16,13,0,4,3,18,8,10,5,14,11,7,2,12,19,15,17,True
3188,19,5,2,7,0,4,8,13,1,12,15,18,3,9,17,6,11,14,16,10,2,5,14,10,7,9,11,12,18,8,3,1,19,6,13,16,0,4,15,17,True
3189,16,19,6,12,9,18,3,5,8,15,14,0,10,7,13,17,11,1,2,4,14,12,11,13,8,4,2,10,6,1,5,3,16,0,18,19,7,9,15,17,True
3190,17,0,14,2,7,12,5,9,13,11,18,15,19,4,1,8,6,16,3,10,0,1,4,5,7,3,6,2,14,9,16,12,13,10,11,8,19,15,18,17,True
3191,0,1,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,19,6,10,3,8,12,11,2,5,14,1,19,4,7,16,13,18,15,9,0,17,True
3192,19,16,9,18,13,12,1,10,7,5,4,2,8,6,11,15,17,14,0,3,2,5,18,13,4,19,0,12,3,17,16,8,14,7,1,10,9,6,11,15,True
